order_id,shipping_carrier,actual_shipping_cost,delivery_days,return_handling_cost,support_tickets
3279,FedEx,28.05,8,0.0,2
3280,FedEx,16.57,2,0.0,0
3281,Standard,11.21,2,21.74,0
3282,UPS,19.55,1,9.83,0
3283,Standard,9.53,2,0.0,0
3284,DHL,14.45,3,0.0,0
3285,DHL,17.55,1,0.0,1
3286,FedEx,21.38,6,0.0,0
3287,Standard,11.26,4,6.02,0
3288,Standard,32.64,5,0.0,0
3289,FedEx,20.22,2,11.09,1
3290,UPS,53.83,6,0.0,0
3291,Standard,16.17,2,0.0,0
3292,DHL,51.47,2,0.0,0
3293,FedEx,9.28,3,0.0,0
3294,Standard,10.11,1,10.46,0
3295,UPS,11.85,5,0.0,1
3296,Standard,21.57,4,6.47,1
3297,DHL,9.76,4,11.81,0
3298,Standard,10.76,3,6.63,0
3299,FedEx,7.48,1,0.0,0
3300,FedEx,24.73,3,0.0,0
3301,Standard,16.55,2,0.0,0
3302,FedEx,15.71,1,12.36,1
3303,FedEx,16.22,2,9.06,0
3304,Standard,19.28,5,0.0,0
3305,Standard,24.03,2,12.5,1
3306,UPS,8.99,2,0.0,0
3307,Standard,15.61,2,0.0,0
3308,UPS,40.04,4,0.0,0
3309,Standard,6.18,2,8.73,0
3310,FedEx,12.12,5,0.0,3
3311,Standard,44.52,3,0.0,1
3312,UPS,9.41,2,0.0,0
3313,DHL,28.22,5,25.6,0
3314,FedEx,39.45,6,0.0,0
3315,FedEx,12.17,3,0.0,0
3316,Standard,21.95,3,0.0,0
3317,Standard,11.96,2,0.0,0
3318,FedEx,58.79,1,0.0,0
3319,FedEx,7.07,4,0.0,0
3320,FedEx,23.22,2,7.14,0
3321,FedEx,39.29,6,0.0,0
3322,UPS,33.85,7,0.0,0
3323,FedEx,15.66,1,6.56,1
3324,UPS,17.49,6,0.0,0
3325,Standard,8.89,4,0.0,0
3326,FedEx,16.99,1,0.0,0
3327,UPS,9.27,2,0.0,0
3328,UPS,8.99,5,0.0,0
3329,FedEx,42.94,2,11.33,1
3330,FedEx,22.51,1,0.0,0
3331,Standard,10.22,2,6.53,1
3332,Standard,45.86,3,0.0,0
3333,Standard,5.54,3,0.0,0
3334,UPS,51.71,2,26.28,0
3335,FedEx,13.09,2,0.0,0
3336,FedEx,11.57,2,0.0,1
3337,UPS,51.7,5,13.42,0
3338,Standard,15.89,6,0.0,1
3339,Standard,7.35,1,0.0,0
3340,UPS,8.24,3,0.0,0
3341,Standard,23.07,6,0.0,0
3342,FedEx,7.54,1,12.67,0
3343,Standard,9.28,2,0.0,1
3344,UPS,11.81,3,0.0,0
3345,Standard,32.21,3,0.0,0
3346,Standard,5.56,1,10.27,1
3347,FedEx,30.29,7,0.0,1
3348,Standard,6.16,3,0.0,0
3349,Standard,22.75,6,8.41,0
3350,Standard,15.89,9,0.0,1
3351,Standard,118.09,7,0.0,0
3352,FedEx,10.89,3,0.0,0
3353,DHL,17.13,2,0.0,0
3354,Standard,6.59,3,0.0,0
3355,Standard,42.45,2,0.0,0
3356,FedEx,19.41,4,0.0,0
3357,DHL,16.99,2,7.24,1
3358,Standard,9.64,4,0.0,0
3359,UPS,6.77,4,0.0,1
3360,UPS,12.2,3,0.0,0
3361,UPS,30.2,2,10.96,1
3362,FedEx,42.91,3,10.42,1
3363,Standard,61.89,4,0.0,0
3364,DHL,27.22,3,0.0,0
3365,Standard,18.69,6,0.0,0
3366,UPS,10.67,1,12.52,1
3367,Standard,8.26,3,0.0,1
3368,FedEx,12.84,3,27.63,0
3369,Standard,20.19,3,0.0,1
3370,Standard,10.01,3,10.34,1
3371,FedEx,24.22,4,0.0,0
3372,UPS,39.55,3,0.0,0
3373,FedEx,37.36,7,0.0,0
3374,Standard,14.7,4,16.81,0
3375,Standard,10.38,3,0.0,0
3376,FedEx,8.96,2,0.0,0
3377,FedEx,16.59,3,7.17,0
3378,Standard,15.69,1,7.57,0
3379,Standard,8.26,2,0.0,0
3380,Standard,7.74,1,0.0,0
3381,UPS,12.48,4,0.0,0
3382,FedEx,20.24,3,0.0,1
3383,DHL,25.56,4,0.0,0
3384,Standard,14.64,2,6.87,1
3385,UPS,14.5,2,0.0,0
3386,UPS,7.5,1,0.0,0
3387,FedEx,22.23,2,0.0,1
3388,UPS,10.1,3,12.96,2
3389,Standard,19.19,1,13.14,0
3390,Standard,9.15,5,13.05,0
3391,UPS,14.55,3,0.0,0
3392,Standard,11.78,1,8.75,1
3393,FedEx,122.63,6,0.0,1
3394,DHL,14.85,6,0.0,1
3395,Standard,11.51,3,0.0,1
3396,Standard,9.71,1,0.0,0
3397,UPS,19.06,5,0.0,1
3398,UPS,7.68,3,0.0,0
3399,DHL,14.7,2,0.0,0
3400,UPS,22.89,4,9.55,0
3401,DHL,17.37,3,0.0,0
3402,Standard,9.26,2,9.48,0
3403,Standard,23.94,7,0.0,1
3404,FedEx,26.28,4,0.0,0
3405,UPS,12.42,1,0.0,0
3406,Standard,38.15,3,7.19,0
3407,Standard,20.53,1,0.0,0
3408,FedEx,10.28,2,0.0,0
3409,Standard,11.77,2,0.0,0
3410,Standard,22.45,6,0.0,0
3411,Standard,9.32,3,8.92,1
3412,Standard,7.83,3,0.0,0
3413,Standard,6.18,2,0.0,0
3414,Standard,18.36,3,7.77,1
3415,UPS,10.13,4,0.0,0
3416,Standard,25.72,8,7.61,1
3417,Standard,22.65,4,0.0,0
3418,UPS,12.18,6,0.0,2
3419,FedEx,36.86,1,8.9,0
3420,UPS,61.65,2,21.6,1
3421,DHL,26.24,2,13.39,1
3422,DHL,28.39,3,0.0,0
3423,Standard,18.39,1,11.3,1
3424,FedEx,7.45,2,0.0,1
3425,DHL,25.98,2,0.0,0
3426,Standard,9.82,3,0.0,0
3427,UPS,9.08,2,9.66,2
3428,FedEx,36.65,3,9.95,2
3429,Standard,6.55,3,0.0,0
3430,UPS,10.67,3,0.0,1
3431,Standard,26.46,4,0.0,0
3432,UPS,30.79,2,7.73,0
3433,Standard,5.66,3,0.0,0
3434,FedEx,8.2,4,0.0,0
3435,FedEx,68.05,7,12.03,1
3436,Standard,16.57,4,0.0,0
3437,UPS,17.83,5,0.0,1
3438,FedEx,16.37,1,0.0,0
3439,Standard,20.51,1,6.15,2
3440,Standard,8.47,3,0.0,0
3441,Standard,22.44,5,0.0,0
3442,Standard,35.77,3,13.6,0
3443,UPS,23.24,3,0.0,0
3444,FedEx,25.22,2,0.0,0
3445,UPS,10.46,4,10.81,0
3446,FedEx,19.17,5,0.0,1
3447,UPS,7.23,3,0.0,0
3448,UPS,49.88,5,26.49,1
3449,Standard,11.92,1,0.0,0
3450,Standard,5.89,2,0.0,0
3451,FedEx,25.49,2,24.42,1
3452,Standard,28.53,4,9.09,1
3453,Standard,6.76,1,0.0,0
3454,DHL,133.56,8,0.0,0
3455,Standard,60.28,6,0.0,0
3456,Standard,7.11,2,13.41,0
3457,Standard,12.17,3,0.0,0
3458,Standard,15.14,2,0.0,0
3459,FedEx,13.95,4,11.31,1
3460,FedEx,11.63,1,0.0,0
3461,DHL,40.93,4,12.45,0
3462,DHL,33.59,4,0.0,0
3463,DHL,23.68,2,0.0,0
3464,DHL,79.87,6,0.0,1
3465,UPS,28.79,6,0.0,2
3466,FedEx,11.1,4,7.97,1
3467,UPS,32.56,2,12.11,0
3468,Standard,9.2,2,0.0,0
3469,Standard,15.37,6,0.0,0
3470,Standard,60.83,4,0.0,1
3471,Standard,13.55,6,0.0,1
3472,Standard,7.58,3,0.0,1
3473,UPS,10.61,1,0.0,0
3474,Standard,32.49,4,0.0,0
3475,FedEx,12.7,4,0.0,0
3476,UPS,60.45,6,7.53,2
3477,Standard,20.12,4,0.0,0
3478,UPS,12.04,4,0.0,1
3479,Standard,20.8,3,0.0,0
3480,FedEx,7.23,2,13.64,1
3481,UPS,19.95,7,0.0,1
3482,Standard,17.05,3,0.0,0
3483,DHL,41.33,5,24.0,0
3484,Standard,27.57,5,7.56,1
3485,Standard,7.04,3,0.0,0
3486,UPS,32.51,3,0.0,1
3487,Standard,17.15,5,0.0,0
3488,Standard,8.1,2,0.0,0
3489,FedEx,15.59,2,0.0,0
3490,Standard,6.59,5,0.0,0
3491,DHL,14.7,4,9.27,1
3492,FedEx,26.77,4,0.0,1
3493,Standard,6.3,1,0.0,0
3494,Standard,5.56,3,0.0,0
3495,FedEx,32.2,1,0.0,1
3496,Standard,36.47,3,0.0,0
3497,UPS,8.75,1,0.0,1
3498,UPS,29.13,7,0.0,1
3499,UPS,20.45,4,10.66,0
3500,Standard,26.41,5,13.63,2
3501,UPS,11.11,1,12.09,0
3502,DHL,23.83,5,0.0,0
3503,FedEx,15.16,4,0.0,1
3504,UPS,10.49,4,8.21,0
3505,Standard,24.84,2,0.0,0
3506,Standard,10.92,3,0.0,2
3507,Standard,6.35,2,12.35,1
3508,DHL,36.23,4,10.52,0
3509,DHL,26.02,5,0.0,1
3510,UPS,8.71,3,0.0,0
3511,UPS,12.24,2,0.0,0
3512,UPS,17.4,3,13.83,0
3513,FedEx,23.96,1,0.0,0
3514,UPS,9.15,3,0.0,0
3515,FedEx,18.5,4,0.0,0
3516,DHL,10.85,2,10.44,1
3517,Standard,8.42,2,0.0,0
3518,Standard,11.15,3,8.5,0
3519,FedEx,21.05,3,0.0,0
3520,Standard,90.28,5,0.0,0
3521,UPS,23.68,4,0.0,0
3522,Standard,10.32,3,0.0,0
3523,FedEx,43.72,5,0.0,1
3524,DHL,41.54,1,10.01,1
3525,DHL,19.24,3,0.0,0
3526,FedEx,65.78,4,13.94,0
3527,Standard,24.68,5,0.0,0
3528,Standard,19.08,2,13.41,1
3529,UPS,7.3,2,0.0,0
3530,UPS,37.82,5,0.0,0
3531,UPS,8.63,3,0.0,0
3532,FedEx,28.49,2,0.0,0
3533,FedEx,241.77,6,0.0,1
3534,UPS,74.39,1,0.0,1
3535,DHL,23.26,2,0.0,0
3536,UPS,23.81,5,0.0,0
3537,UPS,31.27,1,0.0,1
3538,Standard,64.69,8,0.0,2
3539,FedEx,15.23,4,0.0,0
3540,DHL,26.19,2,12.85,0
3541,UPS,20.01,2,10.57,0
3542,Standard,19.17,7,0.0,0
3543,UPS,31.23,3,0.0,0
3544,UPS,62.37,1,0.0,0
3545,UPS,40.88,3,7.42,1
3546,DHL,41.96,2,6.37,0
3547,Standard,23.79,5,0.0,0
3548,UPS,12.42,1,0.0,0
3549,UPS,27.17,5,0.0,1
3550,Standard,14.29,2,0.0,0
3551,UPS,6.82,3,0.0,1
3552,Standard,33.04,8,0.0,0
3553,Standard,6.24,4,0.0,0
3554,FedEx,8.63,1,12.8,1
3555,FedEx,31.25,3,17.19,0
3556,Standard,8.61,6,10.55,1
3557,FedEx,57.49,7,0.0,0
3558,FedEx,8.24,2,0.0,0
3559,Standard,41.68,7,0.0,1
3560,DHL,15.37,5,13.0,0
3561,UPS,103.74,6,0.0,0
3562,UPS,12.78,2,0.0,1
3563,DHL,17.32,3,0.0,0
3564,Standard,19.56,1,13.05,1
3565,FedEx,10.97,3,11.14,1
3566,DHL,12.41,2,10.32,1
3567,DHL,17.9,2,12.62,1
3568,DHL,48.38,2,0.0,0
3569,Standard,7.26,4,0.0,0
3570,UPS,19.15,3,0.0,0
3571,FedEx,19.23,6,0.0,1
3572,UPS,33.23,2,0.0,1
3573,Standard,55.71,7,12.17,0
3574,UPS,14.26,4,0.0,1
3575,UPS,25.23,7,11.03,1
3576,FedEx,13.16,4,0.0,0
3577,UPS,20.65,5,0.0,0
3578,FedEx,8.63,3,0.0,0
3579,DHL,10.13,2,0.0,1
3580,Standard,26.53,4,0.0,0
3581,Standard,7.96,2,0.0,0
3582,Standard,15.09,5,0.0,0
3583,DHL,12.09,2,0.0,0
3584,UPS,14.64,2,0.0,0
3585,Standard,30.71,3,12.55,1
3586,UPS,21.25,5,0.0,1
3587,UPS,8.54,2,8.36,0
3588,FedEx,9.72,1,0.0,0
3589,FedEx,21.44,4,0.0,0
3590,DHL,53.43,1,0.0,1
3591,UPS,30.07,6,0.0,0
3592,Standard,48.21,5,6.05,0
3593,Standard,13.48,3,0.0,0
3594,UPS,9.36,3,0.0,0
3595,Standard,39.09,3,0.0,0
3596,UPS,21.61,5,0.0,0
3597,DHL,98.18,6,11.27,0
3598,FedEx,11.11,4,7.83,0
3599,DHL,10.72,4,11.52,0
3600,DHL,28.33,3,0.0,1
3601,Standard,9.2,1,0.0,1
3602,DHL,25.69,5,7.27,1
3603,Standard,50.59,6,0.0,1
3604,Standard,8.99,3,0.0,0
3605,FedEx,42.38,4,0.0,0
3606,Standard,11.52,2,0.0,0
3607,Standard,7.73,2,7.91,0
3608,Standard,21.49,7,0.0,0
3609,Standard,5.73,2,12.9,0
3610,Standard,10.71,4,0.0,0
3611,UPS,15.36,2,0.0,0
3612,FedEx,22.32,3,0.0,0
3613,Standard,20.82,2,6.54,0
3614,Standard,7.63,1,0.0,0
3615,FedEx,12.04,4,6.45,0
3616,UPS,15.03,3,0.0,0
3617,UPS,14.44,4,10.33,0
3618,FedEx,39.07,3,0.0,1
3619,FedEx,10.49,2,0.0,0
3620,Standard,18.54,1,0.0,0
3621,Standard,10.57,1,0.0,0
3622,Standard,8.58,1,0.0,0
3623,Standard,14.88,1,0.0,1
3624,Standard,6.96,1,8.33,0
3625,FedEx,202.26,8,0.0,0
3626,Standard,18.55,3,0.0,0
3627,Standard,5.94,1,13.11,1
3628,UPS,14.77,3,0.0,0
3629,Standard,19.19,4,0.0,0
3630,Standard,8.58,3,10.99,1
3631,DHL,29.06,1,10.03,1
3632,UPS,15.0,3,10.33,0
3633,FedEx,14.68,4,0.0,0
3634,Standard,10.93,4,0.0,0
3635,UPS,10.06,4,0.0,0
3636,FedEx,7.56,2,6.42,1
3637,UPS,44.04,5,10.01,0
3638,UPS,46.11,7,0.0,1
3639,Standard,10.87,1,0.0,0
3640,FedEx,8.73,2,0.0,1
3641,DHL,24.32,2,0.0,0
3642,FedEx,9.63,2,11.26,0
3643,UPS,19.26,1,0.0,0
3644,Standard,11.12,4,0.0,0
3645,FedEx,14.58,2,0.0,0
3646,UPS,13.2,2,0.0,0
3647,FedEx,19.68,6,0.0,1
3648,DHL,32.97,4,0.0,0
3649,FedEx,51.97,4,0.0,0
3650,FedEx,11.82,3,0.0,0
3651,Standard,8.86,4,0.0,0
3652,Standard,9.27,4,0.0,0
3653,Standard,9.34,2,0.0,0
3654,Standard,24.64,5,0.0,0
3655,Standard,45.25,3,0.0,1
3656,Standard,14.4,3,0.0,0
3657,DHL,40.0,3,0.0,1
3658,Standard,27.81,3,0.0,0
3659,UPS,13.55,4,12.14,0
3660,FedEx,20.94,2,0.0,0
3661,FedEx,102.42,7,7.99,1
3662,FedEx,20.94,4,0.0,0
3663,FedEx,14.07,3,0.0,0
3664,Standard,5.94,1,0.0,0
3665,FedEx,32.09,2,9.6,1
3666,FedEx,36.67,2,0.0,0
3667,Standard,6.9,3,0.0,0
3668,Standard,6.0,1,13.48,1
3669,FedEx,9.03,2,0.0,0
3670,Standard,22.45,8,0.0,1
3671,DHL,23.78,6,9.18,2
3672,Standard,106.33,6,0.0,0
3673,Standard,14.41,2,0.0,0
3674,DHL,41.43,4,0.0,0
3675,UPS,9.75,3,0.0,0
3676,Standard,6.65,3,9.06,1
3677,FedEx,9.47,2,0.0,1
3678,UPS,101.6,7,12.39,1
3679,Standard,13.96,1,0.0,0
3680,DHL,9.96,4,0.0,0
3681,DHL,39.1,3,8.64,0
3682,DHL,19.25,3,11.42,1
3683,DHL,35.12,1,6.23,0
3684,DHL,13.67,1,0.0,0
3685,DHL,34.27,4,0.0,0
3686,UPS,62.86,4,10.38,0
3687,FedEx,43.85,3,0.0,0
3688,Standard,37.26,5,11.18,1
3689,Standard,6.27,2,0.0,0
3690,FedEx,38.14,4,0.0,0
3691,UPS,30.07,5,0.0,1
3692,FedEx,34.22,2,8.12,1
3693,DHL,15.29,3,0.0,0
3694,Standard,9.84,3,0.0,0
3695,FedEx,50.62,3,13.22,1
3696,FedEx,8.76,2,0.0,0
3697,Standard,18.87,4,8.2,0
3698,Standard,43.71,3,0.0,0
3699,UPS,24.33,4,0.0,1
3700,FedEx,13.64,3,0.0,0
3701,Standard,26.73,6,0.0,0
3702,Standard,7.19,4,0.0,0
3703,FedEx,7.56,1,0.0,0
3704,DHL,44.54,3,0.0,0
3705,Standard,12.05,3,0.0,0
3706,DHL,14.78,3,12.82,0
3707,Standard,10.63,6,0.0,0
3708,Standard,86.22,7,0.0,0
3709,UPS,16.85,4,9.7,1
3710,UPS,17.03,2,0.0,0
3711,FedEx,15.1,3,0.0,1
3712,UPS,35.19,2,0.0,0
3713,UPS,50.31,3,6.83,1
3714,UPS,22.44,4,18.67,0
3715,Standard,9.29,6,0.0,0
3716,Standard,6.39,4,0.0,0
3717,Standard,5.74,2,0.0,0
3718,Standard,32.11,1,0.0,0
3719,DHL,27.33,5,7.51,0
3720,Standard,6.62,3,0.0,0
3721,DHL,13.55,3,0.0,0
3722,Standard,21.63,5,10.99,1
3723,UPS,53.03,7,0.0,1
3724,UPS,11.8,6,0.0,0
3725,FedEx,38.13,2,0.0,0
3726,UPS,15.55,4,0.0,0
3727,UPS,19.29,1,0.0,0
3728,UPS,22.4,1,11.53,0
3729,Standard,11.41,4,0.0,0
3730,Standard,17.2,3,0.0,0
3731,Standard,8.41,3,0.0,0
3732,Standard,30.79,3,9.75,2
3733,FedEx,14.0,3,0.0,0
3734,FedEx,7.8,1,0.0,0
3735,UPS,13.92,1,0.0,0
3736,Standard,18.9,5,0.0,0
3737,Standard,8.12,2,0.0,0
3738,Standard,6.58,1,11.03,0
3739,UPS,13.96,4,13.63,0
3740,FedEx,23.19,1,9.26,0
3741,Standard,15.89,3,0.0,1
3742,FedEx,26.61,2,9.13,0
3743,Standard,13.25,2,0.0,0
3744,Standard,7.37,2,0.0,0
3745,DHL,10.44,2,0.0,0
3746,UPS,17.57,3,0.0,1
3747,FedEx,18.25,7,0.0,0
3748,Standard,22.17,7,0.0,0
3749,DHL,14.71,1,0.0,1
3750,UPS,62.93,5,0.0,1
3751,FedEx,42.99,5,0.0,0
3752,DHL,25.68,6,10.04,1
3753,Standard,8.55,1,0.0,0
3754,FedEx,86.84,3,6.92,1
3755,FedEx,36.79,6,9.86,1
3756,FedEx,20.8,2,9.59,1
3757,Standard,7.07,2,0.0,0
3758,DHL,13.19,4,0.0,0
3759,UPS,26.16,3,0.0,0
3760,Standard,16.49,2,0.0,1
3761,Standard,42.64,3,0.0,0
3762,Standard,7.75,1,0.0,1
3763,UPS,11.06,2,0.0,0
3764,DHL,52.82,1,0.0,0
3765,FedEx,8.53,3,0.0,0
3766,UPS,7.68,4,0.0,0
3767,DHL,18.69,2,0.0,0
3768,UPS,19.61,5,8.95,0
3769,Standard,27.06,3,10.51,1
3770,FedEx,20.64,2,0.0,0
3771,Standard,16.59,2,0.0,0
3772,FedEx,39.24,7,0.0,1
3773,UPS,10.96,2,27.26,2
3774,FedEx,18.76,3,0.0,0
3775,Standard,44.33,6,0.0,1
3776,UPS,85.56,3,0.0,0
3777,Standard,13.9,3,0.0,0
3778,UPS,9.01,2,0.0,0
3779,FedEx,24.19,1,0.0,0
3780,Standard,9.96,2,0.0,0
3781,UPS,45.89,1,26.62,2
3782,UPS,17.32,1,0.0,0
3783,FedEx,24.01,5,0.0,0
3784,Standard,10.12,3,0.0,0
3785,Standard,7.88,3,0.0,0
3786,Standard,18.09,3,12.09,0
3787,Standard,19.09,3,0.0,0
3788,Standard,8.38,5,0.0,0
3789,Standard,7.41,3,0.0,0
3790,UPS,33.82,3,0.0,0
3791,DHL,18.32,1,0.0,0
3792,Standard,21.8,2,0.0,0
3793,FedEx,19.04,3,0.0,0
3794,Standard,11.12,5,0.0,0
3795,FedEx,10.35,3,0.0,0
3796,FedEx,14.8,4,16.08,0
3797,DHL,7.9,1,6.59,2
3798,FedEx,15.01,3,0.0,0
3799,Standard,22.41,7,0.0,0
3800,UPS,53.82,1,24.83,1
3801,FedEx,23.8,1,0.0,0
3802,Standard,50.73,4,0.0,1
3803,UPS,12.89,2,12.66,0
3804,FedEx,7.25,2,0.0,0
3805,Standard,13.17,4,0.0,0
3806,UPS,12.55,3,0.0,0
3807,FedEx,11.19,3,0.0,0
3808,UPS,17.44,6,0.0,0
3809,Standard,51.83,2,0.0,0
3810,FedEx,58.46,7,12.11,1
3811,FedEx,15.77,2,9.13,2
3812,UPS,7.48,3,0.0,0
3813,Standard,8.83,5,0.0,0
3814,FedEx,6.89,2,7.35,1
3815,UPS,10.99,1,0.0,0
3816,FedEx,35.96,2,12.64,2
3817,UPS,13.53,6,0.0,0
3818,DHL,53.2,5,0.0,1
3819,Standard,21.15,4,11.68,0
3820,UPS,9.94,2,11.63,0
3821,FedEx,30.17,1,11.84,2
3822,UPS,16.59,5,0.0,0
3823,UPS,8.96,1,0.0,0
3824,Standard,16.59,2,13.24,1
3825,Standard,8.05,2,8.99,0
3826,FedEx,13.75,4,19.53,1
3827,UPS,32.58,7,6.87,2
3828,Standard,6.18,4,0.0,0
3829,Standard,17.01,2,0.0,0
3830,UPS,7.06,1,10.18,0
3831,Standard,8.26,1,7.84,2
3832,Standard,11.52,3,8.78,1
3833,UPS,35.91,4,0.0,0
3834,Standard,14.7,3,27.82,0
3835,Standard,25.86,6,0.0,0
3836,UPS,11.06,3,0.0,0
3837,FedEx,13.88,4,0.0,0
3838,Standard,20.16,3,0.0,0
3839,UPS,32.04,4,10.67,1
3840,Standard,11.74,4,0.0,0
3841,Standard,11.21,4,7.19,0
3842,DHL,24.69,5,0.0,0
3843,DHL,10.17,2,0.0,1
3844,Standard,43.34,8,6.58,0
3845,Standard,7.54,4,6.94,1
3846,DHL,8.74,1,0.0,0
3847,Standard,6.03,3,12.1,1
3848,Standard,11.22,3,0.0,0
3849,Standard,47.48,6,8.07,1
3850,UPS,9.7,3,12.81,0
3851,Standard,20.75,2,0.0,0
3852,Standard,72.28,2,0.0,0
3853,FedEx,24.82,6,11.3,0
3854,Standard,14.92,1,0.0,0
3855,Standard,28.47,3,0.0,0
3856,UPS,20.28,2,0.0,0
3857,Standard,6.95,1,0.0,0
3858,Standard,13.37,3,0.0,0
3859,Standard,28.81,4,0.0,0
3860,UPS,18.85,3,0.0,0
3861,FedEx,40.74,3,0.0,0
3862,Standard,7.5,1,9.77,1
3863,Standard,5.31,1,0.0,0
3864,Standard,11.84,5,0.0,0
3865,Standard,17.51,5,14.17,1
3866,DHL,63.53,2,0.0,0
3867,Standard,6.77,2,11.42,0
3868,Standard,6.3,2,0.0,0
3869,Standard,15.92,4,9.48,0
3870,Standard,6.83,3,0.0,0
3871,Standard,8.94,1,0.0,0
3872,Standard,23.73,2,0.0,1
3873,UPS,29.83,4,0.0,0
3874,DHL,8.96,2,0.0,0
3875,DHL,10.34,2,0.0,0
3876,UPS,11.9,6,0.0,0
3877,UPS,7.77,2,0.0,0
3878,UPS,11.96,3,0.0,0
3879,DHL,11.5,1,11.5,0
3880,Standard,35.74,5,14.4,1
3881,FedEx,15.36,2,0.0,0
3882,UPS,22.42,4,0.0,0
3883,UPS,20.54,4,8.74,1
3884,Standard,13.65,3,0.0,0
3885,Standard,14.03,5,12.38,1
3886,Standard,33.88,5,9.74,1
3887,Standard,9.66,1,17.81,0
3888,Standard,15.73,8,0.0,0
3889,Standard,13.58,2,0.0,0
3890,FedEx,7.33,2,0.0,1
3891,FedEx,16.62,2,0.0,0
3892,FedEx,27.36,4,0.0,0
3893,UPS,19.37,3,0.0,0
3894,FedEx,14.9,1,7.13,1
3895,FedEx,66.74,3,0.0,0
3896,FedEx,7.96,4,0.0,0
3897,UPS,14.87,5,0.0,0
3898,DHL,39.11,3,0.0,0
3899,Standard,11.23,2,8.25,0
3900,Standard,9.45,2,0.0,0
3901,FedEx,12.49,3,9.38,1
3902,Standard,22.35,4,22.76,0
3903,FedEx,17.59,3,0.0,0
3904,Standard,7.35,2,0.0,2
3905,Standard,7.53,3,0.0,0
3906,Standard,9.74,3,0.0,0
3907,FedEx,22.89,3,0.0,1
3908,Standard,39.81,4,0.0,1
3909,FedEx,15.68,1,9.7,1
3910,Standard,15.27,6,0.0,1
3911,FedEx,9.21,1,0.0,1
3912,Standard,19.76,1,0.0,1
3913,FedEx,22.26,6,0.0,0
3914,UPS,7.76,5,0.0,0
3915,FedEx,14.61,4,0.0,0
3916,UPS,6.6,2,13.78,0
3917,FedEx,37.14,1,0.0,0
3918,FedEx,19.65,3,0.0,0
3919,Standard,16.17,2,0.0,0
3920,Standard,22.68,2,0.0,1
3921,UPS,21.99,3,12.84,0
3922,Standard,17.67,3,8.37,2
3923,Standard,6.95,3,10.64,2
3924,DHL,10.02,3,6.77,2
3925,Standard,5.75,2,7.59,1
3926,UPS,17.55,3,0.0,0
3927,UPS,16.56,2,0.0,0
3928,UPS,6.83,1,0.0,0
3929,UPS,6.75,3,0.0,0
3930,Standard,8.94,2,0.0,0
3931,Standard,13.99,6,0.0,1
3932,Standard,20.17,5,0.0,0
3933,Standard,9.33,3,0.0,0
3934,UPS,67.51,5,0.0,0
3935,FedEx,14.41,2,0.0,1
3936,FedEx,10.7,2,0.0,0
3937,FedEx,9.19,1,0.0,1
3938,DHL,64.08,5,6.88,1
3939,UPS,15.51,2,0.0,0
3940,UPS,23.14,3,0.0,0
3941,FedEx,14.23,2,6.74,0
3942,Standard,11.81,3,0.0,0
3943,DHL,22.9,3,0.0,1
3944,Standard,6.41,2,0.0,0
3945,FedEx,21.32,3,30.73,1
3946,Standard,7.78,3,0.0,1
3947,FedEx,13.88,1,0.0,0
3948,Standard,6.44,3,10.33,0
3949,Standard,6.75,2,0.0,0
3950,UPS,24.09,2,0.0,2
3951,FedEx,21.52,4,10.06,1
3952,UPS,12.2,3,0.0,0
3953,FedEx,25.93,1,12.94,1
3954,FedEx,18.88,4,23.69,0
3955,UPS,11.34,2,0.0,0
3956,FedEx,11.45,4,0.0,0
3957,Standard,6.47,2,0.0,0
3958,Standard,5.42,1,0.0,0
3959,Standard,10.42,5,8.09,0
3960,DHL,27.0,1,0.0,0
3961,FedEx,33.11,4,7.97,0
3962,Standard,28.09,2,0.0,0
3963,FedEx,8.96,3,0.0,0
3964,Standard,11.32,2,14.49,1
3965,Standard,5.41,3,0.0,0
3966,FedEx,19.73,6,0.0,1
3967,FedEx,46.12,7,0.0,0
3968,UPS,10.69,5,0.0,0
3969,Standard,11.53,2,0.0,1
3970,Standard,5.41,2,0.0,0
3971,DHL,19.79,2,0.0,1
3972,UPS,11.58,1,0.0,0
3973,UPS,13.41,2,11.71,0
3974,FedEx,10.59,1,0.0,0
3975,FedEx,11.41,3,12.14,1
3976,Standard,7.18,3,0.0,0
3977,Standard,5.97,3,0.0,0
3978,Standard,11.45,3,0.0,0
3979,FedEx,35.24,4,0.0,0
3980,UPS,8.01,3,0.0,0
3981,Standard,60.99,5,0.0,0
3982,Standard,8.35,5,0.0,0
3983,Standard,13.77,2,9.87,0
3984,FedEx,36.65,2,0.0,0
3985,Standard,8.56,4,0.0,1
3986,Standard,105.19,6,10.34,1
3987,DHL,18.14,3,0.0,0
3988,Standard,28.25,1,13.04,1
3989,UPS,7.27,3,0.0,0
3990,UPS,20.47,5,0.0,0
3991,FedEx,12.14,5,0.0,0
3992,FedEx,17.49,1,0.0,0
3993,Standard,63.96,2,0.0,0
3994,DHL,11.68,2,0.0,0
3995,FedEx,8.13,4,0.0,0
3996,DHL,32.08,1,0.0,0
3997,UPS,12.18,1,10.11,0
3998,Standard,5.41,1,8.1,0
3999,FedEx,25.26,5,10.41,1
4000,UPS,7.43,5,6.35,1
4001,UPS,36.59,5,11.68,0
4002,UPS,7.59,4,0.0,0
4003,DHL,7.9,2,7.31,1
