order_id,customer_id,order_date,acquisition_channel,promo_code,discount_pct,discount_band,shipping_fee_charged
4749,3901,2024-07-21,Organic,WELCOME10,0.0881,Low,0.0
4750,3641,2024-07-09,Organic,FLASH30,0.3033,High,0.0
4751,261,2024-07-22,Organic,FLASH30,0.3778,High,0.0
4752,3162,2024-07-22,Referral,,0.0,No Discount,8.99
4753,1006,2024-07-25,Paid Social,FLASH30,0.2838,High,0.0
4754,2906,2024-07-12,Email,WELCOME10,0.0804,Low,7.99
4755,679,2024-07-09,Organic,,0.0,No Discount,9.99
4756,572,2024-07-17,Referral,,0.0,No Discount,10.99
4757,3719,2024-07-07,Referral,SAVE15,0.1581,Mid,8.99
4758,2286,2024-07-06,Organic,SAVE15,0.1847,Mid,0.0
4759,1433,2024-07-03,Organic,WELCOME10,0.0837,Low,8.99
4760,3531,2024-07-19,Organic,SAVE15,0.116,Mid,8.99
4761,1172,2024-07-07,Email,,0.0,No Discount,8.99
4762,258,2024-07-16,Organic,SAVE15,0.1763,Mid,0.0
4763,1620,2024-07-10,Organic,WELCOME10,0.0606,Low,9.99
4764,2847,2024-07-20,Organic,WELCOME10,0.0728,Low,8.99
4765,2686,2024-07-24,Email,WELCOME10,0.0634,Low,0.0
4766,1936,2024-07-05,Organic,WELCOME10,0.0859,Low,7.99
4767,2102,2024-07-27,Organic,WELCOME10,0.0656,Low,0.0
4768,2166,2024-07-12,Organic,WELCOME10,0.0908,Low,10.99
4769,1547,2024-07-21,Organic,WELCOME10,0.0776,Low,8.99
4770,330,2024-07-07,Organic,,0.0,No Discount,0.0
4771,627,2024-07-12,Email,,0.0,No Discount,7.99
4772,2909,2024-07-27,Referral,WELCOME10,0.0749,Low,0.0
4773,3220,2024-07-27,Paid Social,SAVE15,0.1048,Mid,0.0
4774,1623,2024-07-25,Email,SAVE15,0.1208,Mid,10.99
4775,1368,2024-07-09,Organic,WELCOME10,0.0828,Low,9.99
4776,2478,2024-07-21,Organic,SAVE15,0.1206,Mid,8.99
4777,104,2024-07-18,Referral,SAVE15,0.1051,Mid,9.99
4778,2329,2024-07-24,Paid Social,FLASH30,0.3346,High,0.0
4779,1912,2024-07-04,Organic,WELCOME10,0.0981,Low,0.0
4780,1795,2024-07-04,Referral,SAVE15,0.1418,Mid,7.99
4781,6,2024-07-06,Referral,,0.0,No Discount,8.99
4782,3729,2024-07-02,Email,FLASH30,0.3424,High,0.0
4783,679,2024-07-11,Organic,FLASH30,0.2825,High,0.0
4784,424,2024-07-18,Organic,FLASH30,0.2397,High,0.0
4785,1595,2024-07-01,Email,WELCOME10,0.098,Low,8.99
4786,3100,2024-07-05,Organic,,0.0,No Discount,8.99
4787,3064,2024-07-28,Referral,SAVE15,0.1551,Mid,7.99
4788,2106,2024-07-22,Email,,0.0,No Discount,7.99
4789,2257,2024-07-12,Referral,WELCOME10,0.077,Low,9.99
4790,1856,2024-07-04,Referral,SAVE15,0.1411,Mid,7.99
4791,121,2024-07-12,Paid Social,,0.0,No Discount,0.0
4792,1122,2024-07-02,Organic,WELCOME10,0.0704,Low,10.99
4793,1601,2024-07-08,Referral,,0.0,No Discount,8.99
4794,2274,2024-07-04,Referral,,0.0,No Discount,7.99
4795,2682,2024-07-10,Referral,SAVE15,0.1288,Mid,0.0
4796,3953,2024-07-21,Referral,FLASH30,0.3747,High,0.0
4797,2095,2024-07-10,Referral,,0.0,No Discount,9.99
4798,2725,2024-07-21,Organic,SAVE15,0.1101,Mid,10.99
4799,3803,2024-07-05,Paid Social,WELCOME10,0.0682,Low,8.99
4800,1124,2024-07-27,Organic,WELCOME10,0.0844,Low,7.99
4801,1852,2024-07-19,Referral,,0.0,No Discount,8.99
4802,2897,2024-07-06,Referral,WELCOME10,0.0962,Low,0.0
4803,2321,2024-07-15,Organic,,0.0,No Discount,9.99
4804,3538,2024-07-23,Paid Social,SAVE15,0.1443,Mid,7.99
4805,2322,2024-07-10,Organic,WELCOME10,0.0764,Low,8.99
4806,3654,2024-07-05,Organic,,0.0,No Discount,0.0
4807,581,2024-07-08,Paid Social,WELCOME10,0.0632,Low,8.99
4808,3188,2024-07-21,Referral,FLASH30,0.3517,High,0.0
4809,857,2024-07-04,Email,SAVE15,0.1371,Mid,9.99
4810,209,2024-07-23,Organic,,0.0,No Discount,8.99
4811,419,2024-07-11,Organic,SAVE15,0.1982,Mid,7.99
4812,2356,2024-07-08,Email,FLASH30,0.3682,High,0.0
4813,1174,2024-07-20,Email,WELCOME10,0.0759,Low,7.99
4814,568,2024-07-13,Organic,WELCOME10,0.0563,Low,8.99
4815,2559,2024-07-28,Paid Social,FLASH30,0.3566,High,0.0
4816,1992,2024-07-21,Email,FLASH30,0.2792,High,0.0
4817,1579,2024-07-03,Referral,,0.0,No Discount,7.99
4818,2196,2024-07-18,Email,FLASH30,0.2338,High,0.0
4819,3400,2024-07-28,Email,,0.0,No Discount,10.99
4820,2909,2024-07-08,Referral,,0.0,No Discount,9.99
4821,2040,2024-07-03,Email,WELCOME10,0.0871,Low,8.99
4822,3274,2024-07-13,Email,,0.0,No Discount,7.99
4823,3401,2024-07-09,Organic,,0.0,No Discount,0.0
4824,1552,2024-07-18,Paid Social,WELCOME10,0.0556,Low,7.99
4825,586,2024-07-16,Paid Social,FLASH30,0.2686,High,0.0
4826,432,2024-07-26,Email,SAVE15,0.1415,Mid,7.99
4827,2596,2024-07-02,Referral,SAVE15,0.1915,Mid,8.99
4828,3711,2024-07-16,Referral,,0.0,No Discount,0.0
4829,171,2024-07-26,Organic,,0.0,No Discount,10.99
4830,2052,2024-07-18,Organic,,0.0,No Discount,7.99
4831,774,2024-07-21,Referral,,0.0,No Discount,9.99
4832,2176,2024-07-17,Paid Social,FLASH30,0.2317,High,0.0
4833,3392,2024-07-19,Email,FLASH30,0.3175,High,0.0
4834,3129,2024-07-24,Email,SAVE15,0.1128,Mid,7.99
4835,3859,2024-07-06,Email,WELCOME10,0.0971,Low,0.0
4836,1980,2024-07-06,Organic,WELCOME10,0.0862,Low,7.99
4837,2690,2024-07-21,Paid Social,SAVE15,0.1069,Mid,10.99
4838,3576,2024-07-16,Paid Social,WELCOME10,0.0767,Low,7.99
4839,2814,2024-07-12,Organic,WELCOME10,0.0702,Low,8.99
4840,3825,2024-07-17,Email,WELCOME10,0.0737,Low,8.99
4841,998,2024-07-01,Organic,SAVE15,0.171,Mid,0.0
4842,532,2024-07-14,Email,WELCOME10,0.0562,Low,7.99
4843,583,2024-07-26,Organic,SAVE15,0.138,Mid,0.0
4844,3382,2024-07-28,Referral,,0.0,No Discount,7.99
4845,218,2024-07-28,Organic,WELCOME10,0.0992,Low,8.99
4846,3220,2024-07-25,Paid Social,FLASH30,0.2594,High,0.0
4847,1894,2024-07-24,Organic,,0.0,No Discount,9.99
4848,2797,2024-07-07,Paid Social,FLASH30,0.3704,High,0.0
4849,2979,2024-07-13,Email,WELCOME10,0.0536,Low,8.99
4850,1733,2024-07-21,Email,,0.0,No Discount,10.99
4851,575,2024-07-08,Referral,WELCOME10,0.078,Low,10.99
4852,2504,2024-07-02,Email,SAVE15,0.1228,Mid,8.99
4853,3780,2024-07-25,Referral,SAVE15,0.1117,Mid,10.99
4854,122,2024-07-12,Email,,0.0,No Discount,0.0
4855,917,2024-07-11,Organic,,0.0,No Discount,8.99
4856,3440,2024-07-17,Paid Social,SAVE15,0.1304,Mid,0.0
4857,282,2024-07-09,Organic,SAVE15,0.1764,Mid,8.99
4858,40,2024-07-11,Email,FLASH30,0.2427,High,0.0
4859,3458,2024-07-24,Referral,FLASH30,0.3231,High,0.0
4860,3073,2024-07-24,Email,,0.0,No Discount,9.99
4861,1035,2024-07-11,Paid Social,FLASH30,0.2968,High,0.0
4862,3835,2024-07-13,Organic,WELCOME10,0.0786,Low,7.99
4863,2876,2024-07-12,Organic,FLASH30,0.2506,High,0.0
4864,447,2024-07-15,Referral,SAVE15,0.1526,Mid,8.99
4865,1876,2024-07-19,Email,,0.0,No Discount,7.99
4866,3410,2024-07-06,Organic,SAVE15,0.1278,Mid,7.99
4867,2713,2024-07-16,Organic,SAVE15,0.1805,Mid,8.99
4868,2374,2024-07-25,Organic,FLASH30,0.3573,High,0.0
4869,1713,2024-07-01,Referral,SAVE15,0.1672,Mid,9.99
4870,1006,2024-07-10,Paid Social,SAVE15,0.188,Mid,8.99
4871,2493,2024-07-06,Organic,WELCOME10,0.0665,Low,10.99
4872,612,2024-07-11,Email,,0.0,No Discount,9.99
4873,3220,2024-07-26,Paid Social,,0.0,No Discount,9.99
4874,848,2024-07-16,Email,WELCOME10,0.0848,Low,8.99
4875,454,2024-07-20,Organic,,0.0,No Discount,0.0
4876,292,2024-07-15,Organic,,0.0,No Discount,10.99
4877,3241,2024-07-01,Referral,,0.0,No Discount,9.99
4878,1909,2024-07-22,Email,,0.0,No Discount,0.0
4879,1638,2024-07-12,Referral,WELCOME10,0.0595,Low,9.99
4880,2133,2024-07-08,Referral,,0.0,No Discount,8.99
4881,2382,2024-07-12,Organic,,0.0,No Discount,8.99
4882,3471,2024-07-28,Paid Social,WELCOME10,0.0529,Low,7.99
4883,1413,2024-07-28,Referral,,0.0,No Discount,7.99
4884,750,2024-07-09,Referral,,0.0,No Discount,8.99
4885,3425,2024-07-28,Organic,FLASH30,0.2529,High,0.0
4886,1963,2024-07-25,Paid Social,FLASH30,0.3267,High,0.0
4887,2353,2024-07-01,Organic,SAVE15,0.1416,Mid,8.99
4888,627,2024-07-21,Email,WELCOME10,0.0504,Low,0.0
4889,3400,2024-07-13,Email,WELCOME10,0.0854,Low,10.99
4890,3717,2024-07-14,Email,WELCOME10,0.0642,Low,7.99
4891,1820,2024-07-15,Paid Social,SAVE15,0.1895,Mid,0.0
4892,96,2024-07-08,Paid Social,SAVE15,0.1127,Mid,9.99
4893,123,2024-07-25,Organic,,0.0,No Discount,8.99
4894,1256,2024-07-06,Referral,WELCOME10,0.0694,Low,7.99
4895,2017,2024-07-21,Organic,WELCOME10,0.0697,Low,8.99
4896,1762,2024-07-01,Organic,WELCOME10,0.0586,Low,7.99
4897,2328,2024-07-09,Organic,,0.0,No Discount,7.99
4898,1049,2024-07-01,Referral,SAVE15,0.118,Mid,10.99
4899,848,2024-07-01,Email,WELCOME10,0.0843,Low,8.99
4900,3889,2024-07-13,Referral,,0.0,No Discount,9.99
4901,1133,2024-07-28,Organic,FLASH30,0.2301,High,0.0
4902,3741,2024-07-25,Organic,FLASH30,0.2495,High,0.0
4903,2336,2024-07-23,Email,WELCOME10,0.0649,Low,10.99
4904,282,2024-07-10,Organic,,0.0,No Discount,8.99
4905,2408,2024-07-02,Organic,SAVE15,0.1521,Mid,0.0
4906,3947,2024-07-17,Organic,WELCOME10,0.0827,Low,0.0
4907,3339,2024-07-21,Organic,WELCOME10,0.0819,Low,8.99
4908,1259,2024-07-28,Paid Social,FLASH30,0.3638,High,0.0
4909,373,2024-07-07,Paid Social,WELCOME10,0.0982,Low,7.99
4910,1876,2024-07-05,Email,,0.0,No Discount,0.0
4911,380,2024-07-03,Email,FLASH30,0.3414,High,0.0
4912,1226,2024-07-14,Referral,,0.0,No Discount,9.99
4913,3643,2024-07-03,Email,SAVE15,0.1594,Mid,7.99
4914,2656,2024-07-27,Referral,SAVE15,0.1859,Mid,7.99
4915,3115,2024-07-06,Paid Social,SAVE15,0.1085,Mid,8.99
4916,2210,2024-07-15,Organic,FLASH30,0.2373,High,0.0
4917,667,2024-07-24,Email,SAVE15,0.103,Mid,8.99
4918,589,2024-07-13,Organic,SAVE15,0.1293,Mid,8.99
4919,3064,2024-07-21,Referral,SAVE15,0.124,Mid,0.0
4920,1744,2024-07-18,Referral,,0.0,No Discount,8.99
4921,2060,2024-07-16,Organic,SAVE15,0.1549,Mid,10.99
4922,721,2024-07-06,Paid Social,SAVE15,0.1296,Mid,0.0
4923,1484,2024-07-24,Organic,WELCOME10,0.0668,Low,8.99
4924,516,2024-07-22,Organic,,0.0,No Discount,8.99
4925,816,2024-07-08,Referral,,0.0,No Discount,7.99
4926,3526,2024-07-13,Paid Social,SAVE15,0.1691,Mid,0.0
4927,2887,2024-07-06,Organic,WELCOME10,0.0697,Low,8.99
4928,3382,2024-07-13,Referral,WELCOME10,0.0691,Low,7.99
4929,3440,2024-07-20,Paid Social,FLASH30,0.2303,High,0.0
4930,2387,2024-07-21,Referral,,0.0,No Discount,8.99
4931,1269,2024-07-08,Paid Social,SAVE15,0.1093,Mid,10.99
4932,2027,2024-07-11,Email,SAVE15,0.119,Mid,10.99
4933,88,2024-07-09,Paid Social,FLASH30,0.3842,High,0.0
4934,3256,2024-07-03,Email,SAVE15,0.1844,Mid,7.99
4935,3182,2024-07-28,Organic,SAVE15,0.1196,Mid,7.99
4936,2099,2024-07-24,Organic,SAVE15,0.1962,Mid,7.99
4937,1556,2024-07-27,Email,,0.0,No Discount,7.99
4938,674,2024-07-08,Email,WELCOME10,0.0826,Low,0.0
4939,302,2024-07-10,Organic,,0.0,No Discount,7.99
4940,1351,2024-07-07,Email,WELCOME10,0.0539,Low,9.99
4941,3713,2024-07-20,Referral,SAVE15,0.1842,Mid,0.0
4942,271,2024-07-01,Organic,FLASH30,0.3422,High,0.0
4943,3754,2024-07-23,Email,,0.0,No Discount,0.0
4944,2153,2024-07-03,Email,,0.0,No Discount,7.99
4945,1794,2024-07-09,Email,,0.0,No Discount,7.99
4946,468,2024-07-26,Referral,WELCOME10,0.0759,Low,8.99
4947,290,2024-07-02,Organic,FLASH30,0.2205,High,0.0
4948,2228,2024-07-23,Organic,WELCOME10,0.059,Low,0.0
4949,2431,2024-07-20,Email,SAVE15,0.1051,Mid,7.99
4950,1766,2024-07-05,Organic,SAVE15,0.1409,Mid,8.99
4951,1164,2024-07-26,Organic,,0.0,No Discount,8.99
4952,48,2024-07-19,Organic,,0.0,No Discount,0.0
4953,1081,2024-07-04,Organic,,0.0,No Discount,8.99
4954,2881,2024-07-16,Organic,SAVE15,0.1621,Mid,7.99
4955,2474,2024-07-02,Paid Social,SAVE15,0.1422,Mid,9.99
4956,627,2024-07-02,Email,,0.0,No Discount,7.99
4957,3144,2024-07-01,Organic,WELCOME10,0.093,Low,7.99
4958,581,2024-07-06,Paid Social,,0.0,No Discount,8.99
4959,3147,2024-07-14,Email,,0.0,No Discount,0.0
4960,2106,2024-07-22,Email,WELCOME10,0.0875,Low,7.99
4961,2887,2024-07-24,Organic,FLASH30,0.377,High,0.0
4962,330,2024-07-07,Organic,SAVE15,0.1074,Mid,0.0
4963,2966,2024-07-15,Paid Social,SAVE15,0.1304,Mid,7.99
4964,2900,2024-07-18,Paid Social,FLASH30,0.3158,High,0.0
4965,700,2024-07-22,Organic,,0.0,No Discount,7.99
4966,538,2024-07-18,Organic,FLASH30,0.3494,High,0.0
4967,2994,2024-07-23,Paid Social,,0.0,No Discount,7.99
4968,1711,2024-07-14,Email,,0.0,No Discount,9.99
4969,2641,2024-07-02,Email,SAVE15,0.1416,Mid,8.99
4970,33,2024-07-12,Paid Social,FLASH30,0.3134,High,0.0
4971,737,2024-07-03,Organic,FLASH30,0.2346,High,0.0
4972,2979,2024-07-09,Email,FLASH30,0.2372,High,0.0
4973,790,2024-07-27,Paid Social,FLASH30,0.3609,High,0.0
4974,321,2024-07-23,Referral,,0.0,No Discount,7.99
4975,700,2024-07-16,Organic,FLASH30,0.3051,High,0.0
4976,3305,2024-07-10,Email,,0.0,No Discount,9.99
4977,1419,2024-07-07,Referral,FLASH30,0.3869,High,0.0
4978,2171,2024-07-24,Paid Social,FLASH30,0.2924,High,0.0
4979,2350,2024-07-17,Organic,SAVE15,0.1261,Mid,9.99
4980,1540,2024-07-21,Paid Social,SAVE15,0.1291,Mid,7.99
4981,362,2024-07-06,Organic,,0.0,No Discount,10.99
4982,1048,2024-07-08,Email,WELCOME10,0.096,Low,7.99
4983,627,2024-07-11,Email,FLASH30,0.3039,High,0.0
4984,3606,2024-07-19,Organic,SAVE15,0.197,Mid,7.99
4985,2962,2024-07-25,Referral,,0.0,No Discount,7.99
4986,3274,2024-07-03,Email,SAVE15,0.1671,Mid,0.0
4987,3231,2024-07-10,Paid Social,FLASH30,0.267,High,0.0
4988,7,2024-07-13,Email,,0.0,No Discount,8.99
4989,2998,2024-07-23,Organic,SAVE15,0.1439,Mid,9.99
4990,1965,2024-07-03,Email,SAVE15,0.1181,Mid,0.0
4991,3090,2024-07-14,Referral,SAVE15,0.1263,Mid,8.99
4992,3796,2024-07-26,Email,WELCOME10,0.0809,Low,9.99
4993,1464,2024-07-22,Paid Social,SAVE15,0.1516,Mid,7.99
4994,2469,2024-07-02,Paid Social,SAVE15,0.1847,Mid,8.99
4995,1274,2024-07-26,Paid Social,WELCOME10,0.1,Low,8.99
4996,3552,2024-07-11,Paid Social,,0.0,No Discount,9.99
4997,1035,2024-07-02,Paid Social,WELCOME10,0.0874,Low,8.99
4998,1440,2024-07-10,Referral,FLASH30,0.3959,High,0.0
4999,3519,2024-07-06,Paid Social,FLASH30,0.3148,High,0.0
5000,386,2024-07-23,Referral,SAVE15,0.128,Mid,7.99
5001,2038,2024-07-07,Organic,SAVE15,0.1427,Mid,8.99
5002,2358,2024-07-13,Paid Social,,0.0,No Discount,8.99
5003,2352,2024-07-08,Referral,,0.0,No Discount,8.99
5004,452,2024-07-21,Referral,SAVE15,0.1599,Mid,7.99
5005,173,2024-07-21,Organic,,0.0,No Discount,8.99
5006,1711,2024-07-24,Email,WELCOME10,0.0824,Low,9.99
5007,1852,2024-07-11,Referral,FLASH30,0.3756,High,0.0
5008,3729,2024-07-05,Email,FLASH30,0.3584,High,0.0
5009,3019,2024-07-11,Paid Social,SAVE15,0.1334,Mid,7.99
5010,2431,2024-07-02,Email,,0.0,No Discount,0.0
5011,850,2024-07-19,Referral,SAVE15,0.193,Mid,10.99
5012,3586,2024-07-04,Email,,0.0,No Discount,0.0
5013,769,2024-07-03,Organic,WELCOME10,0.0831,Low,0.0
5014,3742,2024-07-21,Organic,SAVE15,0.1655,Mid,0.0
5015,3738,2024-07-07,Email,WELCOME10,0.061,Low,9.99
5016,3911,2024-07-27,Paid Social,FLASH30,0.2758,High,0.0
5017,1148,2024-07-28,Email,SAVE15,0.168,Mid,0.0
5018,538,2024-07-25,Organic,,0.0,No Discount,10.99
5019,2558,2024-07-15,Organic,FLASH30,0.313,High,0.0
5020,1728,2024-07-16,Referral,WELCOME10,0.0999,Low,7.99
5021,1601,2024-07-01,Referral,SAVE15,0.1295,Mid,8.99
5022,2277,2024-07-11,Paid Social,FLASH30,0.3882,High,0.0
5023,2793,2024-07-24,Email,WELCOME10,0.0864,Low,8.99
5024,1375,2024-07-25,Referral,WELCOME10,0.0902,Low,0.0
5025,1378,2024-07-25,Referral,SAVE15,0.1775,Mid,7.99
5026,2483,2024-07-02,Organic,SAVE15,0.1903,Mid,0.0
5027,290,2024-07-06,Organic,WELCOME10,0.0711,Low,0.0
5028,2820,2024-07-24,Referral,WELCOME10,0.0897,Low,7.99
5029,3164,2024-07-25,Email,,0.0,No Discount,10.99
5030,3463,2024-07-05,Organic,WELCOME10,0.0548,Low,8.99
5031,3014,2024-07-04,Email,SAVE15,0.1013,Mid,7.99
5032,2091,2024-07-08,Paid Social,FLASH30,0.3546,High,0.0
5033,3439,2024-07-21,Organic,SAVE15,0.181,Mid,9.99
5034,2003,2024-07-09,Referral,WELCOME10,0.0755,Low,0.0
5035,3129,2024-07-17,Email,SAVE15,0.1849,Mid,7.99
5036,258,2024-07-23,Organic,SAVE15,0.178,Mid,7.99
5037,2855,2024-07-25,Email,SAVE15,0.1801,Mid,9.99
5038,332,2024-07-17,Organic,WELCOME10,0.0865,Low,0.0
5039,125,2024-07-09,Organic,,0.0,No Discount,10.99
5040,2066,2024-07-15,Referral,WELCOME10,0.0653,Low,10.99
5041,450,2024-07-09,Paid Social,,0.0,No Discount,9.99
5042,1351,2024-07-18,Email,WELCOME10,0.0881,Low,9.99
5043,3090,2024-07-04,Referral,WELCOME10,0.098,Low,8.99
5044,2260,2024-07-02,Paid Social,WELCOME10,0.0511,Low,10.99
5045,2935,2024-07-18,Email,SAVE15,0.1071,Mid,7.99
5046,3119,2024-07-11,Organic,SAVE15,0.1971,Mid,8.99
5047,1962,2024-07-09,Paid Social,FLASH30,0.2567,High,0.0
5048,3947,2024-07-13,Organic,,0.0,No Discount,7.99
5049,803,2024-07-05,Referral,SAVE15,0.1263,Mid,7.99
5050,333,2024-07-13,Email,SAVE15,0.1824,Mid,0.0
5051,1330,2024-07-21,Organic,FLASH30,0.2937,High,0.0
5052,3048,2024-07-23,Email,WELCOME10,0.0505,Low,8.99
5053,376,2024-07-01,Organic,,0.0,No Discount,8.99
5054,1904,2024-07-25,Organic,,0.0,No Discount,8.99
5055,2336,2024-07-01,Email,WELCOME10,0.0971,Low,10.99
5056,3208,2024-07-16,Organic,,0.0,No Discount,8.99
5057,3363,2024-07-06,Paid Social,WELCOME10,0.0744,Low,9.99
5058,953,2024-07-06,Organic,WELCOME10,0.0767,Low,7.99
5059,1104,2024-07-16,Email,,0.0,No Discount,8.99
5060,2769,2024-07-20,Referral,,0.0,No Discount,9.99
5061,3398,2024-07-20,Organic,SAVE15,0.1297,Mid,8.99
5062,667,2024-07-21,Email,SAVE15,0.1969,Mid,0.0
5063,2906,2024-07-12,Email,SAVE15,0.1989,Mid,7.99
5064,948,2024-07-23,Referral,,0.0,No Discount,9.99
5065,725,2024-07-14,Organic,SAVE15,0.1332,Mid,8.99
5066,1387,2024-07-10,Email,WELCOME10,0.066,Low,9.99
5067,3145,2024-07-26,Email,,0.0,No Discount,7.99
5068,2974,2024-07-02,Referral,,0.0,No Discount,0.0
5069,1958,2024-07-05,Organic,,0.0,No Discount,7.99
5070,2880,2024-07-17,Organic,SAVE15,0.1889,Mid,9.99
5071,1666,2024-07-24,Referral,WELCOME10,0.0837,Low,9.99
5072,850,2024-07-25,Referral,SAVE15,0.1997,Mid,10.99
5073,3349,2024-07-10,Email,WELCOME10,0.0638,Low,8.99
5074,219,2024-07-02,Referral,FLASH30,0.322,High,0.0
5075,3579,2024-07-11,Email,WELCOME10,0.0594,Low,8.99
5076,3135,2024-07-02,Email,FLASH30,0.2818,High,0.0
5077,2907,2024-07-11,Referral,SAVE15,0.183,Mid,0.0
5078,2328,2024-07-21,Organic,,0.0,No Discount,0.0
5079,3220,2024-07-04,Paid Social,SAVE15,0.1741,Mid,9.99
5080,127,2024-07-09,Paid Social,SAVE15,0.1099,Mid,0.0
5081,2390,2024-07-25,Organic,WELCOME10,0.0814,Low,7.99
5082,1056,2024-07-07,Email,,0.0,No Discount,10.99
5083,2607,2024-07-13,Paid Social,FLASH30,0.3407,High,0.0
5084,2735,2024-07-02,Organic,SAVE15,0.1298,Mid,0.0
5085,862,2024-07-13,Email,SAVE15,0.1811,Mid,7.99
5086,615,2024-07-17,Organic,SAVE15,0.1824,Mid,7.99
5087,2382,2024-07-13,Organic,,0.0,No Discount,0.0
5088,3723,2024-07-27,Referral,WELCOME10,0.0701,Low,8.99
5089,2690,2024-07-26,Paid Social,SAVE15,0.105,Mid,10.99
5090,1977,2024-07-21,Paid Social,WELCOME10,0.0619,Low,8.99
5091,3710,2024-07-09,Email,,0.0,No Discount,8.99
5092,3262,2024-07-26,Email,,0.0,No Discount,9.99
5093,2934,2024-07-27,Referral,,0.0,No Discount,8.99
5094,1786,2024-07-20,Referral,FLASH30,0.2825,High,0.0
5095,2007,2024-07-01,Paid Social,SAVE15,0.117,Mid,0.0
5096,1074,2024-07-16,Referral,FLASH30,0.3794,High,0.0
5097,3251,2024-07-15,Referral,SAVE15,0.1167,Mid,0.0
5098,1158,2024-07-08,Organic,FLASH30,0.2923,High,0.0
5099,2830,2024-07-09,Email,WELCOME10,0.0926,Low,8.99
5100,3443,2024-07-06,Organic,SAVE15,0.1813,Mid,7.99
5101,2270,2024-07-07,Referral,SAVE15,0.1598,Mid,7.99
5102,621,2024-07-27,Email,WELCOME10,0.0746,Low,10.99
5103,118,2024-07-18,Email,WELCOME10,0.0795,Low,7.99
5104,2730,2024-07-28,Referral,WELCOME10,0.0702,Low,0.0
5105,902,2024-07-11,Organic,,0.0,No Discount,10.99
5106,173,2024-07-06,Organic,SAVE15,0.1167,Mid,0.0
5107,1413,2024-07-06,Referral,,0.0,No Discount,7.99
5108,2365,2024-07-17,Email,,0.0,No Discount,7.99
5109,2269,2024-07-24,Email,FLASH30,0.3102,High,0.0
5110,665,2024-07-11,Paid Social,SAVE15,0.1714,Mid,0.0
5111,2459,2024-07-10,Organic,,0.0,No Discount,7.99
5112,1679,2024-07-13,Referral,WELCOME10,0.082,Low,7.99
5113,1952,2024-07-04,Organic,SAVE15,0.1442,Mid,10.99
5114,3440,2024-07-04,Paid Social,,0.0,No Discount,9.99
5115,318,2024-07-13,Email,SAVE15,0.156,Mid,9.99
5116,2150,2024-07-02,Organic,SAVE15,0.1132,Mid,8.99
5117,686,2024-07-04,Paid Social,WELCOME10,0.0758,Low,7.99
5118,736,2024-07-08,Email,WELCOME10,0.0676,Low,7.99
5119,2484,2024-07-10,Paid Social,FLASH30,0.3627,High,0.0
5120,2716,2024-07-28,Organic,,0.0,No Discount,7.99
5121,2475,2024-07-15,Paid Social,FLASH30,0.332,High,0.0
5122,3659,2024-07-11,Referral,SAVE15,0.1721,Mid,7.99
5123,3145,2024-07-02,Email,WELCOME10,0.0909,Low,7.99
5124,788,2024-07-14,Paid Social,WELCOME10,0.0708,Low,8.99
5125,2588,2024-07-14,Organic,WELCOME10,0.0948,Low,10.99
5126,2517,2024-07-11,Organic,WELCOME10,0.0859,Low,7.99
5127,2640,2024-07-12,Organic,,0.0,No Discount,7.99
5128,1744,2024-07-17,Referral,SAVE15,0.1442,Mid,8.99
5129,3749,2024-07-13,Paid Social,FLASH30,0.285,High,0.0
5130,1894,2024-07-08,Organic,,0.0,No Discount,9.99
5131,3136,2024-07-19,Email,SAVE15,0.1307,Mid,10.99
5132,1964,2024-07-07,Organic,,0.0,No Discount,10.99
5133,3129,2024-07-03,Email,,0.0,No Discount,0.0
5134,1623,2024-07-16,Email,,0.0,No Discount,0.0
5135,6,2024-07-27,Referral,FLASH30,0.2944,High,0.0
5136,2060,2024-07-22,Organic,WELCOME10,0.0806,Low,0.0
5137,2246,2024-07-28,Organic,FLASH30,0.2574,High,0.0
5138,436,2024-07-14,Organic,,0.0,No Discount,9.99
5139,2701,2024-07-09,Email,FLASH30,0.2839,High,0.0
5140,3386,2024-07-16,Email,WELCOME10,0.0672,Low,7.99
5141,3420,2024-07-08,Referral,,0.0,No Discount,0.0
5142,1555,2024-07-14,Organic,,0.0,No Discount,7.99
5143,1679,2024-07-04,Referral,,0.0,No Discount,7.99
5144,3394,2024-07-14,Organic,FLASH30,0.2627,High,0.0
5145,3992,2024-07-06,Paid Social,,0.0,No Discount,7.99
5146,218,2024-07-09,Organic,WELCOME10,0.0885,Low,8.99
5147,251,2024-07-02,Email,SAVE15,0.1849,Mid,0.0
5148,220,2024-07-10,Paid Social,FLASH30,0.2766,High,0.0
5149,1887,2024-07-09,Organic,,0.0,No Discount,9.99
5150,3121,2024-07-19,Organic,,0.0,No Discount,10.99
5151,362,2024-07-20,Organic,,0.0,No Discount,10.99
5152,2793,2024-07-06,Email,WELCOME10,0.0912,Low,8.99
5153,673,2024-07-16,Referral,SAVE15,0.1017,Mid,10.99
5154,148,2024-07-12,Paid Social,WELCOME10,0.0819,Low,7.99
5155,2411,2024-07-27,Email,SAVE15,0.1439,Mid,8.99
5156,2404,2024-07-10,Referral,,0.0,No Discount,0.0
5157,1148,2024-07-09,Email,SAVE15,0.1324,Mid,8.99
5158,1342,2024-07-07,Email,,0.0,No Discount,0.0
5159,1444,2024-07-13,Organic,WELCOME10,0.0753,Low,7.99
