customer_id,segment,acquisition_channel,acquisition_cost,state_region,signup_date,satisfaction_score
939,Retail,Referral,34.02,Suburban,2025-02-13,7.9
940,Retail,Organic,9.33,Remote,2024-04-10,6.7
941,Corporate,Organic,5.88,Metro,2024-03-10,6.8
942,Retail,Referral,21.21,Metro,2025-02-15,7.0
943,Retail,Organic,12.06,Metro,2024-10-26,5.7
944,Wholesale,Paid Social,42.35,Rural,2024-04-23,6.3
945,Retail,Paid Social,45.0,Rural,2025-01-19,6.1
946,Corporate,Organic,10.41,Suburban,2024-04-20,8.5
947,Retail,Email,14.49,Metro,2025-03-12,8.7
948,Corporate,Referral,9.47,Rural,2024-01-16,9.4
949,Retail,Referral,37.51,Suburban,2024-11-13,9.5
950,Corporate,Paid Social,42.21,Metro,2024-11-23,5.2
951,Retail,Paid Social,58.41,Metro,2024-07-28,4.4
952,Corporate,Organic,5.52,Suburban,2025-01-13,8.7
953,Retail,Organic,6.81,Metro,2024-07-21,9.3
954,Wholesale,Organic,4.46,Remote,2024-12-02,9.5
955,Retail,Referral,31.14,Suburban,2024-05-12,8.4
956,Retail,Referral,25.11,Metro,2024-11-25,5.4
957,Corporate,Email,25.87,Suburban,2025-02-20,7.6
958,Retail,Paid Social,51.03,Suburban,2025-06-15,6.8
959,Retail,Paid Social,100.39,Metro,2024-07-06,7.6
960,Corporate,Paid Social,27.72,Suburban,2024-09-23,7.8
961,Retail,Paid Social,33.47,Metro,2024-09-28,7.2
962,Retail,Paid Social,93.56,Metro,2025-04-11,5.4
963,Retail,Organic,9.9,Suburban,2025-06-23,6.4
964,Retail,Organic,9.37,Suburban,2024-12-17,8.2
965,Retail,Referral,28.31,Metro,2025-03-12,6.8
966,Retail,Paid Social,72.28,Metro,2024-02-10,7.9
967,Retail,Referral,27.0,Suburban,2025-02-15,5.8
968,Retail,Organic,4.14,Metro,2025-03-12,8.3
969,Retail,Paid Social,76.73,Remote,2025-01-18,6.5
970,Retail,Organic,10.64,Suburban,2024-11-05,7.4
971,Retail,Organic,13.71,Rural,2025-05-14,6.5
972,Retail,Organic,15.06,Metro,2024-12-21,5.1
973,Retail,Organic,9.32,Rural,2025-04-24,7.0
974,Corporate,Referral,11.72,Metro,2024-04-08,7.2
975,Retail,Paid Social,93.91,Metro,2024-12-17,7.4
976,Retail,Paid Social,43.67,Metro,2024-08-09,5.2
977,Retail,Paid Social,68.08,Metro,2025-04-23,6.6
978,Retail,Paid Social,57.38,Remote,2025-04-10,4.5
979,Corporate,Paid Social,54.25,Suburban,2025-04-19,6.7
980,Wholesale,Organic,11.06,Suburban,2024-04-13,4.9
981,Wholesale,Referral,26.44,Suburban,2024-09-08,10.0
982,Retail,Email,22.11,Suburban,2024-01-17,7.0
983,Retail,Email,11.47,Suburban,2025-06-18,3.8
984,Retail,Paid Social,58.87,Rural,2024-05-20,5.2
985,Retail,Organic,4.92,Suburban,2024-12-23,6.5
986,Retail,Referral,22.01,Rural,2024-09-19,7.0
987,Retail,Paid Social,59.86,Metro,2025-05-24,5.7
988,Retail,Organic,15.38,Remote,2025-03-12,6.8
989,Wholesale,Paid Social,57.33,Metro,2025-02-15,5.1
990,Retail,Email,1.0,Metro,2024-12-14,5.8
991,Retail,Paid Social,87.11,Rural,2024-03-17,7.1
992,Corporate,Email,21.59,Metro,2025-05-04,8.6
993,Corporate,Email,16.95,Metro,2024-02-24,6.9
994,Retail,Organic,6.25,Metro,2024-09-15,7.6
995,Retail,Referral,14.53,Suburban,2024-07-16,6.4
996,Retail,Paid Social,96.88,Remote,2024-08-25,6.2
997,Retail,Paid Social,62.93,Rural,2025-06-14,6.4
998,Retail,Organic,1.05,Suburban,2024-05-13,7.3
999,Retail,Referral,27.28,Remote,2024-11-16,8.3
1000,Retail,Organic,12.82,Suburban,2024-04-27,8.0
1001,Retail,Organic,8.63,Rural,2025-05-08,6.3
1002,Retail,Paid Social,45.77,Metro,2025-02-05,7.5
1003,Corporate,Organic,4.04,Suburban,2024-08-04,7.4
1004,Retail,Organic,4.33,Metro,2024-02-21,9.6
1005,Retail,Paid Social,89.39,Metro,2024-03-01,6.6
1006,Retail,Paid Social,60.71,Suburban,2024-05-20,8.5
1007,Corporate,Referral,7.21,Metro,2024-08-25,9.2
1008,Retail,Paid Social,68.91,Suburban,2025-04-20,6.4
1009,Corporate,Email,19.13,Suburban,2024-03-05,6.3
1010,Retail,Paid Social,53.92,Metro,2024-11-19,5.3
1011,Retail,Email,9.84,Suburban,2024-07-13,7.8
1012,Retail,Paid Social,42.85,Suburban,2024-01-01,6.3
1013,Retail,Paid Social,81.56,Rural,2024-12-06,5.4
1014,Corporate,Referral,26.48,Metro,2025-01-21,8.8
1015,Retail,Paid Social,70.62,Remote,2025-06-16,6.1
1016,Retail,Organic,8.98,Rural,2024-10-14,8.6
1017,Retail,Email,20.62,Suburban,2024-06-22,6.0
1018,Retail,Referral,19.32,Metro,2025-04-15,9.0
1019,Retail,Organic,7.18,Suburban,2024-05-28,8.2
1020,Retail,Paid Social,82.97,Rural,2025-01-02,7.5
1021,Wholesale,Referral,38.15,Metro,2025-05-09,9.0
1022,Corporate,Email,8.22,Remote,2024-01-06,7.1
1023,Corporate,Referral,21.92,Remote,2025-05-12,7.6
1024,Retail,Paid Social,77.11,Suburban,2024-04-26,8.2
1025,Retail,Email,33.06,Rural,2024-09-12,6.9
1026,Retail,Paid Social,94.08,Suburban,2024-05-09,7.0
1027,Retail,Referral,16.04,Rural,2024-03-03,7.3
1028,Retail,Paid Social,84.95,Rural,2025-01-12,3.9
1029,Retail,Email,18.47,Metro,2024-09-07,5.7
1030,Retail,Paid Social,80.8,Metro,2024-10-06,6.6
1031,Retail,Paid Social,76.19,Metro,2024-09-04,6.9
1032,Corporate,Email,7.89,Remote,2025-02-18,7.7
1033,Retail,Paid Social,71.9,Metro,2025-06-20,7.5
1034,Retail,Referral,34.06,Rural,2024-10-21,8.3
1035,Retail,Paid Social,61.64,Suburban,2024-03-02,5.2
1036,Retail,Email,16.03,Metro,2024-06-26,7.9
1037,Corporate,Paid Social,33.71,Remote,2024-09-15,6.3
1038,Retail,Paid Social,74.31,Suburban,2024-02-16,5.4
1039,Corporate,Paid Social,65.76,Metro,2024-05-25,6.7
1040,Corporate,Organic,4.31,Metro,2024-04-08,7.7
1041,Retail,Organic,6.7,Metro,2025-06-15,6.9
1042,Retail,Email,19.24,Metro,2024-08-02,7.0
1043,Retail,Email,13.53,Metro,2025-04-14,8.9
1044,Retail,Email,18.02,Suburban,2024-10-08,8.9
1045,Retail,Organic,1.0,Metro,2024-10-06,7.8
1046,Wholesale,Paid Social,86.29,Metro,2025-05-18,6.2
1047,Retail,Organic,8.06,Metro,2025-01-04,5.9
1048,Corporate,Email,9.21,Metro,2024-05-28,9.3
1049,Retail,Referral,0.0,Remote,2024-06-07,9.0
1050,Wholesale,Organic,12.12,Metro,2024-12-03,8.5
1051,Retail,Email,22.46,Metro,2024-01-13,4.5
1052,Retail,Organic,8.84,Suburban,2024-03-11,7.6
1053,Retail,Organic,11.45,Remote,2024-02-19,7.4
1054,Retail,Organic,11.44,Rural,2025-01-19,8.4
1055,Corporate,Organic,8.78,Rural,2024-08-17,7.1
1056,Retail,Email,15.97,Remote,2024-01-17,6.9
1057,Retail,Referral,19.83,Suburban,2025-02-22,8.5
1058,Retail,Organic,9.68,Remote,2024-12-19,6.7
1059,Retail,Paid Social,87.15,Metro,2025-01-04,5.4
1060,Retail,Email,17.18,Rural,2024-03-13,7.4
1061,Retail,Referral,38.76,Rural,2025-04-20,9.4
1062,Retail,Paid Social,68.72,Remote,2024-04-08,7.1
1063,Retail,Organic,9.52,Suburban,2024-11-25,8.9
1064,Retail,Paid Social,105.29,Rural,2024-11-14,6.2
1065,Wholesale,Paid Social,91.75,Metro,2024-04-09,7.9
1066,Retail,Referral,40.79,Suburban,2024-07-11,5.7
1067,Retail,Paid Social,47.64,Metro,2024-01-18,8.5
1068,Retail,Email,35.54,Suburban,2024-09-20,9.8
1069,Retail,Organic,7.67,Suburban,2025-01-08,8.1
1070,Retail,Paid Social,57.91,Metro,2024-06-05,7.1
1071,Retail,Referral,2.41,Metro,2024-10-03,7.8
1072,Retail,Paid Social,67.87,Metro,2025-06-14,5.8
1073,Retail,Paid Social,42.5,Suburban,2024-05-26,5.4
1074,Retail,Referral,28.08,Suburban,2024-06-27,7.7
1075,Wholesale,Referral,12.38,Rural,2024-03-16,8.5
1076,Retail,Paid Social,94.36,Metro,2024-10-15,6.6
1077,Retail,Paid Social,71.93,Rural,2024-04-15,8.5
1078,Retail,Paid Social,103.04,Suburban,2025-04-07,6.2
1079,Retail,Paid Social,43.59,Metro,2024-06-12,4.3
1080,Corporate,Paid Social,89.89,Metro,2024-12-27,8.1
1081,Retail,Organic,0.79,Suburban,2024-04-18,6.1
1082,Retail,Referral,26.08,Metro,2024-06-07,7.1
1083,Retail,Referral,17.68,Metro,2024-04-03,8.1
1084,Retail,Referral,19.52,Metro,2024-10-22,8.3
1085,Wholesale,Referral,18.84,Metro,2024-01-26,6.1
1086,Retail,Email,10.68,Metro,2024-02-04,6.3
1087,Corporate,Email,7.92,Metro,2024-10-11,5.4
1088,Retail,Email,14.46,Rural,2024-10-24,7.9
1089,Wholesale,Paid Social,64.09,Suburban,2024-06-08,7.5
1090,Retail,Paid Social,82.95,Suburban,2024-08-06,4.6
1091,Retail,Organic,9.18,Suburban,2024-08-12,8.8
1092,Corporate,Email,27.33,Suburban,2025-02-12,8.3
1093,Retail,Organic,2.09,Metro,2024-09-14,6.8
1094,Retail,Organic,6.27,Metro,2025-04-28,5.2
1095,Wholesale,Paid Social,74.8,Metro,2024-04-28,4.8
1096,Retail,Paid Social,68.18,Suburban,2024-04-17,5.4
1097,Corporate,Organic,4.56,Suburban,2024-08-03,9.5
1098,Retail,Email,25.47,Metro,2024-02-08,7.1
1099,Corporate,Referral,18.69,Suburban,2025-01-06,6.6
1100,Corporate,Organic,4.89,Remote,2024-08-01,7.8
1101,Retail,Organic,9.95,Metro,2024-07-11,6.0
1102,Retail,Paid Social,62.11,Suburban,2024-10-01,6.7
1103,Retail,Email,13.82,Suburban,2024-02-17,6.0
1104,Retail,Email,13.55,Suburban,2024-07-08,6.2
1105,Corporate,Organic,3.72,Rural,2025-06-21,8.1
1106,Retail,Email,14.83,Rural,2024-12-15,9.3
1107,Retail,Organic,12.4,Metro,2024-11-27,10.0
1108,Retail,Paid Social,66.4,Suburban,2024-10-14,4.9
1109,Retail,Referral,33.59,Rural,2024-09-05,7.1
1110,Corporate,Organic,10.06,Metro,2025-05-26,8.2
1111,Retail,Organic,5.55,Remote,2025-05-09,9.0
1112,Retail,Paid Social,32.32,Metro,2024-08-22,3.5
1113,Corporate,Paid Social,45.32,Suburban,2025-05-22,6.2
1114,Wholesale,Referral,17.29,Suburban,2024-02-26,7.2
1115,Retail,Referral,16.51,Suburban,2024-06-18,5.5
1116,Wholesale,Organic,11.92,Rural,2024-06-15,6.0
1117,Retail,Organic,11.88,Metro,2025-01-11,6.9
1118,Corporate,Email,35.7,Suburban,2024-11-13,7.3
1119,Retail,Organic,4.95,Suburban,2024-09-22,8.8
1120,Retail,Referral,39.97,Rural,2024-05-16,8.2
1121,Retail,Email,30.73,Suburban,2024-10-02,8.3
1122,Retail,Organic,7.07,Remote,2024-05-11,7.6
1123,Retail,Email,21.79,Rural,2024-09-26,6.4
1124,Retail,Organic,12.96,Metro,2024-07-06,7.4
1125,Retail,Paid Social,60.94,Rural,2025-04-14,6.9
1126,Retail,Paid Social,59.54,Remote,2025-02-24,7.3
1127,Retail,Paid Social,50.71,Metro,2024-04-09,5.9
1128,Retail,Email,0.0,Suburban,2025-05-20,6.1
1129,Wholesale,Email,18.56,Metro,2024-12-22,7.6
1130,Wholesale,Referral,16.9,Suburban,2024-07-10,8.4
1131,Retail,Referral,13.25,Metro,2024-10-26,9.3
1132,Retail,Paid Social,69.6,Rural,2024-04-13,5.3
1133,Retail,Organic,2.19,Metro,2024-01-09,6.8
1134,Retail,Email,24.45,Suburban,2024-08-07,8.1
1135,Corporate,Referral,28.84,Metro,2025-03-08,7.3
1136,Retail,Paid Social,54.8,Suburban,2024-07-16,5.6
1137,Retail,Paid Social,60.86,Suburban,2024-07-07,7.6
1138,Retail,Paid Social,40.58,Suburban,2025-06-11,4.5
1139,Retail,Organic,11.0,Metro,2025-06-20,10.0
1140,Corporate,Email,19.5,Metro,2024-09-25,6.5
1141,Retail,Paid Social,66.71,Suburban,2024-01-20,7.1
1142,Retail,Email,22.02,Remote,2025-01-15,7.1
1143,Retail,Email,12.86,Metro,2025-01-20,7.5
1144,Wholesale,Email,5.85,Suburban,2025-05-12,6.9
1145,Retail,Paid Social,79.23,Metro,2025-06-08,7.1
1146,Corporate,Paid Social,74.4,Suburban,2024-12-21,5.7
1147,Corporate,Email,13.72,Metro,2024-02-04,6.5
1148,Retail,Email,21.27,Suburban,2024-05-26,9.4
1149,Corporate,Paid Social,84.64,Metro,2025-01-13,6.1
1150,Retail,Referral,35.39,Metro,2024-11-23,7.0
1151,Retail,Organic,5.74,Metro,2024-08-03,5.8
1152,Retail,Referral,9.11,Metro,2024-08-14,10.0
1153,Retail,Organic,2.73,Suburban,2025-01-12,6.9
1154,Retail,Organic,6.75,Remote,2024-08-10,10.0
1155,Retail,Paid Social,88.32,Suburban,2024-03-15,6.6
1156,Retail,Organic,5.09,Remote,2025-06-19,7.8
1157,Retail,Organic,5.61,Suburban,2024-07-27,7.8
1158,Retail,Organic,5.53,Metro,2024-06-23,10.0
1159,Retail,Paid Social,52.43,Metro,2024-02-07,3.5
1160,Retail,Email,17.91,Metro,2024-09-28,7.5
1161,Wholesale,Organic,2.88,Metro,2025-06-14,7.3
1162,Wholesale,Email,26.67,Rural,2024-03-13,6.9
1163,Retail,Email,16.84,Suburban,2024-05-01,7.4
1164,Retail,Organic,17.92,Suburban,2024-04-19,7.3
1165,Retail,Organic,3.31,Suburban,2024-02-25,7.8
1166,Corporate,Referral,39.9,Metro,2024-11-09,7.8
1167,Retail,Email,29.13,Suburban,2024-06-25,5.6
1168,Corporate,Paid Social,54.59,Metro,2025-02-03,6.6
1169,Retail,Email,14.84,Metro,2024-08-28,8.1
1170,Retail,Organic,4.31,Metro,2024-12-08,6.9
1171,Corporate,Paid Social,45.62,Metro,2024-02-14,8.3
1172,Retail,Email,18.0,Suburban,2024-06-01,8.8
1173,Corporate,Organic,8.08,Metro,2024-08-26,8.6
1174,Retail,Email,5.18,Metro,2024-02-15,8.2
1175,Retail,Paid Social,103.28,Remote,2024-08-28,6.1
1176,Retail,Email,15.92,Remote,2024-09-11,8.6
1177,Retail,Paid Social,63.18,Suburban,2024-08-02,8.0
1178,Retail,Paid Social,50.73,Suburban,2024-10-19,7.1
1179,Retail,Organic,6.93,Rural,2025-03-05,6.9
1180,Retail,Organic,6.57,Metro,2025-02-18,7.6
1181,Retail,Email,17.98,Suburban,2024-01-01,7.9
1182,Retail,Organic,7.94,Metro,2024-12-05,8.6
1183,Retail,Organic,11.22,Metro,2025-05-18,7.5
1184,Retail,Organic,8.91,Remote,2025-04-19,6.9
1185,Retail,Organic,10.82,Rural,2024-06-05,9.5
1186,Corporate,Email,17.92,Remote,2025-03-06,5.9
1187,Retail,Paid Social,66.16,Rural,2025-03-25,5.0
1188,Retail,Referral,21.59,Suburban,2024-07-01,6.2
1189,Corporate,Organic,12.01,Rural,2025-04-07,6.5
1190,Retail,Email,20.58,Suburban,2024-12-28,8.7
1191,Retail,Paid Social,59.15,Suburban,2025-02-16,7.6
1192,Corporate,Paid Social,58.62,Metro,2025-02-01,6.0
1193,Retail,Referral,22.91,Suburban,2025-03-25,8.4
1194,Retail,Referral,24.3,Metro,2025-06-10,7.8
1195,Corporate,Referral,23.44,Suburban,2025-04-21,6.4
1196,Wholesale,Organic,5.76,Metro,2024-08-18,10.0
1197,Retail,Organic,11.06,Suburban,2024-11-11,9.2
1198,Retail,Email,24.62,Metro,2024-12-11,7.6
1199,Corporate,Organic,15.14,Metro,2025-04-16,6.6
1200,Retail,Email,13.17,Suburban,2024-08-11,6.9
1201,Retail,Paid Social,74.0,Metro,2024-06-05,5.3
1202,Retail,Paid Social,27.64,Remote,2025-02-21,6.2
1203,Retail,Email,24.63,Suburban,2025-06-19,7.6
1204,Retail,Email,6.35,Metro,2025-05-17,6.8
1205,Retail,Organic,4.06,Metro,2024-03-21,5.9
1206,Retail,Organic,9.33,Rural,2025-05-15,10.0
1207,Retail,Paid Social,50.81,Suburban,2025-03-26,6.4
1208,Wholesale,Paid Social,48.35,Metro,2024-03-25,6.6
1209,Retail,Organic,6.06,Metro,2024-01-28,7.1
1210,Retail,Paid Social,75.13,Rural,2024-04-04,4.2
1211,Retail,Email,10.54,Remote,2025-05-03,7.1
1212,Retail,Email,17.57,Metro,2025-02-14,6.8
1213,Wholesale,Paid Social,55.18,Metro,2024-11-20,7.0
1214,Wholesale,Paid Social,76.76,Metro,2024-12-07,7.2
1215,Retail,Organic,11.39,Metro,2024-08-04,8.5
1216,Retail,Paid Social,28.96,Rural,2025-05-02,7.3
1217,Retail,Paid Social,80.81,Remote,2024-03-16,8.3
1218,Retail,Paid Social,51.01,Remote,2024-06-28,6.6
1219,Retail,Email,19.89,Rural,2024-04-14,8.5
1220,Retail,Organic,4.24,Metro,2025-04-21,8.2
1221,Retail,Organic,9.48,Remote,2024-10-02,5.3
1222,Retail,Organic,18.21,Metro,2025-01-07,7.4
1223,Retail,Referral,25.27,Metro,2025-05-20,6.8
1224,Retail,Email,14.32,Suburban,2024-04-12,7.5
1225,Retail,Organic,7.07,Metro,2025-06-01,6.7
1226,Retail,Referral,9.31,Rural,2024-03-07,8.5
1227,Retail,Paid Social,88.08,Remote,2025-02-23,7.3
1228,Retail,Paid Social,67.63,Rural,2025-01-20,7.5
1229,Retail,Referral,13.51,Rural,2025-03-23,9.7
1230,Retail,Organic,3.93,Metro,2024-03-10,5.6
1231,Corporate,Organic,8.06,Metro,2025-06-27,6.2
1232,Wholesale,Paid Social,78.78,Rural,2025-03-26,9.6
1233,Retail,Organic,3.4,Suburban,2024-02-11,8.8
1234,Retail,Email,26.91,Remote,2024-11-06,7.5
1235,Corporate,Organic,7.63,Metro,2025-03-27,7.6
1236,Retail,Organic,4.28,Metro,2024-09-10,7.5
1237,Retail,Organic,6.13,Metro,2024-07-14,5.3
1238,Retail,Paid Social,93.47,Suburban,2024-05-27,5.2
1239,Retail,Organic,2.45,Rural,2024-10-08,7.5
1240,Retail,Organic,5.07,Remote,2025-06-25,6.7
1241,Retail,Referral,33.53,Metro,2024-11-05,7.1
1242,Retail,Paid Social,65.9,Suburban,2025-01-09,9.2
1243,Retail,Paid Social,47.76,Metro,2025-03-11,5.8
1244,Retail,Organic,11.86,Metro,2025-03-14,7.9
1245,Retail,Paid Social,80.22,Metro,2024-08-07,6.4
1246,Retail,Organic,9.33,Suburban,2025-02-25,8.3
1247,Retail,Paid Social,50.98,Suburban,2024-06-19,5.5
1248,Retail,Organic,6.17,Metro,2024-11-19,9.1
1249,Retail,Referral,26.85,Suburban,2024-06-21,8.3
1250,Corporate,Referral,10.88,Rural,2025-05-18,6.3
1251,Retail,Organic,13.31,Metro,2025-02-19,7.5
1252,Retail,Organic,14.8,Metro,2024-11-19,7.4
1253,Retail,Organic,7.06,Suburban,2024-09-21,7.3
1254,Corporate,Paid Social,68.41,Rural,2024-10-26,6.7
1255,Corporate,Organic,12.74,Rural,2025-03-06,8.4
1256,Corporate,Referral,43.56,Metro,2024-05-15,8.4
1257,Retail,Email,30.46,Suburban,2025-03-06,7.6
1258,Retail,Email,4.12,Remote,2024-06-06,7.3
1259,Retail,Paid Social,56.32,Metro,2024-03-27,3.5
1260,Retail,Referral,29.01,Suburban,2025-02-14,8.7
1261,Retail,Organic,6.02,Remote,2025-01-20,8.2
1262,Retail,Paid Social,94.09,Metro,2024-07-21,4.9
1263,Retail,Paid Social,91.33,Suburban,2024-12-01,6.4
1264,Corporate,Referral,15.84,Rural,2025-02-14,8.6
1265,Retail,Paid Social,59.08,Metro,2025-03-06,7.5
1266,Retail,Email,12.0,Suburban,2025-06-09,7.8
1267,Retail,Organic,7.22,Suburban,2025-04-06,8.0
1268,Corporate,Referral,21.75,Rural,2024-08-19,8.9
1269,Wholesale,Paid Social,79.18,Remote,2024-05-04,5.7
1270,Retail,Paid Social,46.01,Rural,2024-02-13,6.6
1271,Wholesale,Referral,0.0,Metro,2024-11-09,7.1
1272,Corporate,Paid Social,33.12,Rural,2024-12-27,7.4
1273,Corporate,Paid Social,43.49,Remote,2025-01-23,4.2
1274,Corporate,Paid Social,50.2,Suburban,2024-01-10,7.1
1275,Retail,Organic,8.75,Suburban,2025-01-09,7.6
1276,Corporate,Paid Social,42.56,Metro,2025-03-21,7.3
1277,Retail,Organic,3.16,Rural,2025-01-18,6.7
1278,Corporate,Organic,4.28,Metro,2024-10-16,7.7
1279,Retail,Referral,12.84,Metro,2024-01-03,7.9
1280,Corporate,Paid Social,52.02,Remote,2024-09-03,6.6
1281,Wholesale,Paid Social,51.25,Remote,2024-12-18,4.8
1282,Retail,Paid Social,74.4,Remote,2024-11-14,6.9
1283,Wholesale,Paid Social,44.19,Suburban,2024-11-24,3.9
1284,Retail,Paid Social,55.56,Metro,2024-10-01,5.3
1285,Retail,Referral,18.55,Suburban,2024-10-06,5.9
1286,Retail,Referral,32.09,Metro,2024-06-23,8.8
1287,Corporate,Paid Social,59.22,Rural,2024-11-28,6.6
1288,Retail,Paid Social,80.91,Suburban,2024-06-21,6.6
1289,Retail,Paid Social,41.26,Metro,2024-09-01,7.9
1290,Retail,Paid Social,61.11,Metro,2024-08-02,5.7
1291,Retail,Paid Social,51.63,Metro,2025-01-25,6.8
1292,Retail,Email,8.19,Rural,2025-05-14,7.3
1293,Corporate,Paid Social,60.78,Suburban,2024-12-14,6.0
1294,Retail,Paid Social,93.19,Metro,2024-03-27,7.7
1295,Corporate,Paid Social,46.65,Metro,2025-01-07,8.6
1296,Retail,Paid Social,59.71,Metro,2024-06-08,5.6
1297,Wholesale,Organic,2.75,Metro,2024-01-20,8.6
1298,Retail,Organic,2.16,Remote,2024-04-26,8.0
1299,Retail,Email,11.7,Suburban,2025-06-11,7.6
1300,Retail,Paid Social,53.9,Metro,2024-08-05,6.4
1301,Retail,Organic,6.38,Rural,2024-04-02,7.2
1302,Retail,Paid Social,57.93,Metro,2024-03-01,1.8
1303,Corporate,Email,4.81,Metro,2024-12-11,9.0
1304,Retail,Organic,5.5,Suburban,2025-02-15,6.8
1305,Retail,Email,22.01,Metro,2024-07-14,6.9
1306,Retail,Referral,10.42,Suburban,2024-02-07,7.5
1307,Wholesale,Paid Social,55.61,Rural,2024-07-19,5.2
1308,Retail,Email,20.34,Remote,2024-12-25,7.5
1309,Retail,Organic,4.87,Metro,2024-03-07,7.5
1310,Retail,Referral,27.42,Suburban,2024-05-19,6.9
1311,Retail,Paid Social,34.62,Metro,2024-01-16,6.3
1312,Retail,Referral,32.88,Suburban,2024-09-20,7.8
1313,Retail,Paid Social,68.58,Metro,2024-04-01,7.2
1314,Retail,Organic,8.22,Suburban,2024-04-19,6.0
1315,Retail,Organic,12.5,Metro,2024-03-21,6.6
1316,Retail,Email,15.37,Remote,2025-02-20,8.1
1317,Retail,Paid Social,50.88,Rural,2024-09-24,5.3
1318,Wholesale,Organic,13.49,Metro,2025-06-21,6.5
1319,Retail,Email,32.73,Rural,2024-08-28,6.5
1320,Retail,Referral,17.07,Metro,2024-04-19,7.7
1321,Retail,Paid Social,59.95,Rural,2024-04-13,6.0
1322,Retail,Paid Social,80.81,Metro,2025-06-24,5.8
1323,Corporate,Organic,7.69,Metro,2024-11-20,6.4
1324,Retail,Email,22.76,Suburban,2024-06-16,8.1
1325,Retail,Paid Social,76.05,Suburban,2024-12-17,7.7
1326,Retail,Referral,18.38,Suburban,2024-11-10,5.5
1327,Retail,Paid Social,69.55,Suburban,2024-03-18,4.2
1328,Wholesale,Paid Social,61.89,Metro,2025-01-14,7.3
1329,Retail,Organic,3.13,Metro,2024-03-04,9.5
1330,Retail,Organic,4.04,Suburban,2024-04-13,5.0
1331,Corporate,Email,12.78,Suburban,2025-01-27,8.2
1332,Corporate,Paid Social,78.71,Metro,2024-09-10,8.1
1333,Retail,Paid Social,79.3,Metro,2024-04-19,5.1
1334,Retail,Referral,31.5,Suburban,2024-02-12,9.7
1335,Retail,Referral,28.4,Suburban,2024-11-08,7.6
1336,Corporate,Referral,28.13,Rural,2025-01-11,8.2
1337,Corporate,Organic,9.11,Suburban,2024-04-27,6.7
1338,Retail,Paid Social,69.34,Suburban,2024-08-04,7.3
1339,Corporate,Referral,28.75,Suburban,2024-07-19,8.8
1340,Retail,Paid Social,36.72,Metro,2025-05-24,8.2
1341,Retail,Organic,4.84,Metro,2025-03-06,9.3
1342,Retail,Email,9.77,Metro,2024-05-22,7.2
1343,Corporate,Paid Social,81.93,Rural,2024-10-18,9.8
1344,Retail,Paid Social,91.77,Metro,2025-05-10,7.7
1345,Retail,Referral,2.31,Suburban,2024-07-05,8.4
1346,Retail,Paid Social,90.17,Suburban,2024-03-27,4.9
1347,Corporate,Paid Social,63.56,Metro,2024-06-06,4.3
1348,Corporate,Paid Social,80.23,Rural,2024-11-27,4.4
1349,Retail,Paid Social,71.12,Suburban,2025-06-19,5.0
1350,Retail,Organic,13.76,Metro,2024-06-24,9.3
1351,Wholesale,Email,19.68,Rural,2024-02-09,7.8
1352,Corporate,Email,7.09,Suburban,2024-04-01,6.5
1353,Retail,Organic,7.58,Metro,2024-08-19,7.4
1354,Retail,Paid Social,71.28,Rural,2024-02-11,5.8
1355,Wholesale,Referral,21.84,Suburban,2024-01-16,8.8
1356,Wholesale,Organic,10.63,Metro,2024-12-13,6.5
1357,Retail,Paid Social,60.82,Remote,2025-03-10,6.5
1358,Retail,Paid Social,51.28,Suburban,2024-05-21,6.5
1359,Retail,Email,9.31,Suburban,2024-10-15,6.2
1360,Corporate,Organic,6.43,Metro,2024-11-18,9.5
1361,Retail,Email,19.64,Metro,2025-01-19,6.8
1362,Retail,Paid Social,26.73,Suburban,2025-06-19,4.9
1363,Retail,Paid Social,47.96,Suburban,2025-04-10,7.1
1364,Wholesale,Organic,0.01,Suburban,2024-06-22,7.7
1365,Corporate,Paid Social,50.89,Rural,2025-06-07,6.6
1366,Wholesale,Paid Social,83.55,Metro,2024-01-27,4.7
1367,Retail,Organic,3.26,Suburban,2025-06-23,8.6
1368,Corporate,Organic,10.81,Rural,2024-03-16,10.0
1369,Corporate,Organic,19.4,Rural,2024-03-06,6.1
1370,Retail,Paid Social,88.16,Rural,2024-03-26,6.5
1371,Retail,Organic,8.53,Rural,2024-03-16,6.7
1372,Wholesale,Referral,32.58,Metro,2024-09-23,10.0
1373,Retail,Paid Social,37.35,Suburban,2024-12-01,7.6
1374,Retail,Email,5.41,Remote,2025-02-10,7.5
1375,Retail,Referral,24.29,Suburban,2024-01-09,6.3
1376,Corporate,Organic,9.59,Metro,2024-06-23,6.4
1377,Retail,Email,26.76,Remote,2024-03-14,8.1
1378,Corporate,Referral,18.31,Metro,2024-03-04,6.2
1379,Retail,Paid Social,65.48,Metro,2025-02-18,4.5
1380,Corporate,Paid Social,64.86,Metro,2024-12-05,6.1
1381,Retail,Paid Social,59.63,Suburban,2024-04-13,6.3
1382,Corporate,Organic,7.71,Metro,2024-06-28,8.1
1383,Corporate,Paid Social,46.62,Suburban,2025-05-13,5.6
1384,Retail,Referral,26.8,Remote,2024-11-13,8.9
1385,Retail,Referral,25.95,Suburban,2024-05-02,6.8
1386,Corporate,Organic,6.24,Suburban,2025-05-13,8.4
1387,Retail,Email,23.33,Rural,2024-04-27,7.5
